מקור,שאלה,תשובה 1,תשובה 2,תשובה 3,תשובה 4,תשובה 5,תשובה 6,תשובות נכונות,נושא,חשיבות לסדר,קישור לתמונה,מי הוסיפ/ה,הערות
בחנים ותרגולים מהמודל,סמנו את כל המשפטים הנכונים,"ERAD הוא מנגנון שבו חלבונים שלא הצליחו להתקפל בצורה הנכונה בER, נשלחים דרך ממברנת הER אל הציטוזול ומשם לפירוק בפרוטאוזום",BiP הוא דוגמה לאחד מהשפרונים הפעילים ב ER,שפרונים שעוזרים באופן אקטיבי לקיפול חלבונים זקוקים לאנרגיה המשתחררת מהידרוליזת ATP המאפשרת שינוי קונפורמטיבי בשפרון. כך נגרם שינוי בחלבון הקשור אליו,קיפול חלבונים מתחיל רק לאחר שסיימו את תהליך התרגום,,,"1,2,3",קיפול חלבונים ובקרת איכות בER,FALSE,,יעל,תרגול עצמי קיפול חלבונים 2022
בחנים ותרגולים מהמודל,מה מהבאים נכון לגבי PERK,PERK הוא קינאז טרנסממברנלי המעוגן בממברנה הפלזמטית,PERK מזרחן פקטור תרגום וכך מביא לירידה זמנית בסינתזת חלבונים בתא,PERK הוא קינאז טרנסממברנלי המזרחן פקטור תרגום בתוך הלומן של ה ER,PERK הוא אחד מחמישה חיישנים ציטוזוליים שמפעילים UPR ביונקים,,,2,קיפול חלבונים ובקרת איכות בER,FALSE,,יעל,תרגול עצמי קיפול חלבונים 2022
בחנים ותרגולים מהמודל,מהי הדוגמה של אנפינסן (Anfinsen’s dogma),"רצף חומצות האמינו המרכיבות את החלבון קובע את המבנה השניוני שלו, אך על מנת להתקפל למבנה שלישוני פעיל, החלבון חייב נוכחות של שפרונים",רצף חומצות האמינו המרכיבות את החלבון אינו מספיק בשביל לקבוע את מבנה החלבון. החלבון חייב נוכחות של שפרונים על מנת להתקפל למבנה הנכון,"רצף חומצות האמינו המרכיבות את החלבון קובע את המבנה המרחבי הטבעי שלו, אך הוא אינו יכול להיווצר באופן ספונטני וללא התערבות","רצף חומצות האמינו המרכיבות את החלבון קובע את המבנה המרחבי הטבעי שלו, שיכול להיווצר באופן ספונטני וללא התערבות",,,4,קיפול חלבונים ובקרת איכות בER,FALSE,,יעל,תרגול עצמי קיפול חלבונים 2022
בחנים ותרגולים מהמודל,מה תפקידו של האנזים glucosyltransferase במחזור הקלנקסין,האנזים מצמיד שייר גלוקוז לחלבונים שאינם מקופלים כהלכה ובכך מונע מהם יציאה מה ER,האנזים מסיר שייר גלוקוז מחלבונים שאינם מקופלים כהלכה ובכך מונע מהם יציאה מה ER,האנזים מצמיד שייר גלקטוז לחלבונים שאינם מקופלים כהלכה ובכך גורם להם להישלח לפירוק בפרוטאוזום,האנזים מסיר שייר גלוקוז מחלבונים שאינם מקופלים כהלכה ובכך גורם להם להישלח לפירוק בפרוטאוזום,,,1,קיפול חלבונים ובקרת איכות בER,FALSE,,יעל,תרגול עצמי קיפול חלבונים 2022
,כיצד מתאפשרת תנועת וזיקולות מהER אל הגולג',הוזיקולות נעות על גבי סיבי אקטין באמצעות חלבון המנוע קינזין,הוזיקולות נעות על גבי מיקרוטובולי באמצעות חלבון המנוע מיוזין,הוזיקולות נעות על גבי סיבי אקטין באמצעות חלבון המנוע דינאין,הוזיקולות נעות על גבי מיקרוטובולי באמצעות חלבון המנוע דינאין,,,4,,FALSE,,,
,,,,,,,,,,FALSE,,,
,,,,,,,,,,FALSE,,,
,,,,,,,,,,FALSE,,,
,,,,,,,,,,FALSE,,,
,,,,,,,,,,FALSE,,,
,,,,,,,,,,FALSE,,,
,,,,,,,,,,FALSE,,,
,,,,,,,,,,FALSE,,,
,,,,,,,,,,FALSE,,,
,,,,,,,,,,FALSE,,,
,,,,,,,,,,FALSE,,,
2021 מועד א,,,,,,,,,,,,,
2020 מועד א,מהו הקוטר של מולקולה של חלבון גלובולרי טיפוסי?,כ- 50Å ולא ניתן לראות אותו על ידי EM .,כ- Å 1.0 ולא ניתן לראות אותו על ידי EM.,כ - Å 1 ולא ניתן לראות אותו על ידי EM,כ- Å 0.1 וניתן לראות אותו על ידי המיקרוסקופ האלקטרוני EM .,כ- Å 50 וניתן לראות אותו על ידי EM,כ- Å 1 וניתן לראות אותו על ידי EM,5,,,,עידו דוד,
2020 מועד א,איזה מהמשפטים הבאים נכון לגבי חלבון המטרה בעל שרשרת יוביקוויטין הקשורה קוולנטית בקשר Lys63 ?,קבוצת NH2 הצדדית של Lys63 בחלבון המטרה קשורה לקצה ה-COOH של יוביקוויטין,קבוצת COOH של Lys63 של יוביקוויטין קשורה לקבוצת NH2 הצדדית של Lys בחלבון המטרה.,קבוצת COOH של Lys63 של יוביקוויטין קשורה לקבוצת NH2 הצדדית של Lys63 של מולקולת יוביקוויטין אחרת.,קבוצת COOH של Lys63 של יוביקוויטין קשורה לקבוצת NH2 של חלבון המטרה,הקצה ה-COOH של יוביקוויטין קשור לקבוצת NH2 הצדדית של Lys63 של מולקולת יוביקוויטין אחרת.,,5,,,,עידו דוד,
2020 מועד א,"איזה מהתהליכים מתאים למשפט הבא: בהיסטונים, מתרחש רק על סרינים או תראונינים ומעכב הפעלת שעתוק.",אצטילציה,מתילציה,זרחון,O-GlcNAcylation,,,4,,,,עידו דוד,
2020 מועד א,"איזה מהתהליכים הבאים מתאים למשפט הבא: (הובהר במהלך המבחן: ""הכוונה היא נטרול המטען (לכיוון אפס))
 מעודד שעתוק דנ""א על ידי הפחתת מטען בהיסטונים. נעשתה הבהרה במהלך המבחן – ""הכוונה היא נטרול המטען )לכיוון האפס(""",אצטילציה,מתילציה,זרחון,O-GlcNAcylation,,,1,,,,עידו דוד,
2020 מועד א,איזה מהתהליכים הבאים הינו השלב הראשון בהולכה וזיקולרית מה-ER אל הגולג'י?,הידרוליזה של GTP ל-GDP על Sar1,קישור של v-SNARE ל-t-SNARE,הידרוליזה של ATP ל-ADP על ידי NSF,החלפת GDP ל-GTP על Sar1,הידרוליזה של GTP ל-GDP על Rab.,,4,,,,עידו דוד,
2020 מועד א,מהו המשפט הנכון לגבי ה-  Unfolded protein response?,גורם להפעלת שעתוק mRNA של צ'פרונים גרעיניים,גורם לביטוי מוגבר של צ'פרונים ברטיקולום האנדופלסמטי )ER.,גורם להפעלת שעתוק mRNA של צ'פרונים ציטוזוליים,גורם לביטוי מוגבר של צ'פרונים בגולג'י,רצפטורים בממברנה הפלסמטית עוברים אקטיבציה )activation .,רצפטורים גרעיניים עוברים אקטיבציה )activation .,2,,,,עידו דוד,
2020 מועד א,איזה מבין המשפטים הבאים נכון לגבי דינאין )dynein,מבצע הידרוליזה של ATP כדי לאפשר תנועת וזיקולות על גבי מיקרוטובולי.,מבצע הידרוליזה של ATP כדי לאפשר תנועת וזיקולות על גבי אקטין.,רק קושר ATP או GTP אך לא מבצע הידרוליזה,מבצע הידרוליזה של GTP כדי לאפשר תנועת וזיקולות על גבי מיקרוטובולי.,מבצע הידרוליזה של GTP כדי לאפשר תנועת וזיקולות על גבי אקטין,,1,,,,עידו דוד,
2020 מועד א,היכן לא יכולה להתרחש הוספה של GlcNAc תוך שימוש ב- UDP-GlcNAc לחלבונים או לשרשרת סוכרית של גליקופרוטאינים )הקפד/י לבחור את האפשרות המתאימה ביותר(?,ב-ER.,ב-Golgi Medial,בליזוזום,בציטוזול,,,3,,,,עידו דוד,
2020 מועד א,בציור לעיל החלבון המסונתז יהיה:,חלבון ממברנלי מסוג I,חלבון ממברנלי מסוג II,חלבון ממברנלי מסוג III.,חלבון ממברנלי מסוג IV-A,חלבון ממברנלי מסוג IV-B,,4,,,https://i.imgur.com/hBCXycF.png,עידו דוד,
2020 מועד א,"בחלבון שמסונתז על פי התרשים שבציור לעיל, כל האזורים ההדירופוביים ושיירי האספרגין ) ,Asparagine Asn – )הם אלו המופיעים בציור. יש בידיך המידע הבא: אורך signal peptide  ממוצע – 20 חומצות אמינו. אורך STOP TRANSFER PEPTIDE או START TRANFER PEPETIDE  ממוצע - 22 חומצות אמינו. משקלה של חומצה אמינית ממוצעת – 0.1kD. אורך שרשרת סוכרית N-linked ממוצעת – 10 מונוסכרידים. משקל של מונוסכריד ממוצע –0.2kD. מה יהיה משקלו המולקולרי של החלבון אם מסנתזים אותו in-vitro ללא מיקרוזומים בהשוואה ל- ""vivo-in"". התייחס לסוג החלבון: I type ,II type וכו', ורק לגליקוזילציה מסוג N-linked .","in vivo 52 kD, in vitro 48 kD","In vivo 48 kD, in vitro 52 kD","In vivo 52 kD, in vitro 50 kD","In vivo 50 kD, in vitro 50 kD","In vivo 48 kD, in vitro 50 kD",,4,,,,עידו דוד,
2020 מועד א,"בתהליך של יוביקוויטינציה, לאילו מהחלבונים הבאים יוביקוויטין אינו נקשר בקשר קוולנטי?",E1,E2,E3,חלבון המטרה שיעבור פירוק,.Upiquitin conjugating enzyme,,3,,,,עידו דוד,
2020 מועד א,היכן עולה הריכוז המקומי של יוני Ca2+ לצורף התכווצות השריר בתגובה לאותו מתאי עצב?,ברטיקולום הסרקופלסמי של תאי השריר,בגולג'י של תאי השריר.,בציטוזול של תאי השריר,בממברנת תאי השריר.,בגרעין של תאי השריר,,3,,,,עידו דוד,
2020 מועד א,איזה מבין המשפטים הבאים נכון לגבי הרצפטור ל- KDEL?,הוא נקשר לחלבונים ב-TGN( ב-trans Golgi network  )ומשחרר אותם )בגלל ה-pH הנמוך יותר( בגולג'י,הוא נקשר לחלבונים ברטיקולום האנדופלסמטי ומשחרר אותם )בגלל ה-pH הגבוה יותר( בגולג'י.,הוא נקשר לחלבונים בגולג'י ומשחרר אותם )בגלל ה-pH הגבוה יותר( ברטיקולום האנדופלסמטי,הוא נקשר לחלבונים באנדוזומים ומשחרר אותם )בגלל ה-pH הגבוה יותר( ברטיקולום האנדופלסמטי.,הוא נקשר לחלבונים ב-TGN( ב- trans Golgi network )ומשחרר אותם )בגלל ה-pH הגבוה יותר( בגולג'י.,,3,,,,עידו דוד,
2020 מועד א,איזה מבין המשפטים הבאים הוא הנכון לגבי myosin II,הוא נמצא במרכזו של כל סרקומר.,הוא לא נקשר לטיטין )titin,הוא נקשר ל Z discs,הוא נמתח בעת הרפיית תאי שריר,הוא נע לכיוון קצות המינוס )-( של אקטין,,1,,,,עידו דוד,
2020 מועד א,)קריאת חובה( איזה משפט אינו נכון כשמשווים בין HSP70s ו-HSP60s ?,בשניהם החלבונים מתקפלים במבנה דמוי חבית עם חלל,יש צ'פרונים משני הסוגים בציטוזול,הביטוי של שניהם מוגבר לאחר חשיפת התא לטמפרטורות גבוהות,שניהם משתמשים ב- ATP כאנרגיה לתהליך הקיפול,יש צ'פרונים משני הסוגים במיטוכונדריה,,1,,,,עידו דוד,
2020 מועד א,( )קריאת חובה( לאיזה חלבון שלד תא אאוקריוטי יש הומולוג חיידקי המרכיב את הטבעת ב-septum במהלך חלוקת חיידקים?,טובולין,אקטין,מיוזין,קראטין,ספקטרין,,1,,,,עידו דוד,
